order_id,customer_id,order_date,revenue,cost
735,350,2023-03-27,153.0,47.39
736,350,2023-04-01,115.81,38.33
737,351,2023-02-21,188.9,103.07
738,352,2023-05-09,29.06,9.18
739,352,2023-06-01,102.43,37.69
740,352,2023-05-25,65.51,31.01
741,353,2023-03-18,85.26,46.19
742,353,2023-03-17,57.63,18.75
743,353,2023-03-24,106.78,58.97
744,354,2023-03-01,168.25,69.89
745,355,2023-01-08,188.07,95.01
746,355,2023-01-27,25.88,11.46
747,356,2023-04-04,194.81,91.3
748,357,2023-01-18,40.94,19.81
749,358,2023-03-07,119.12,50.15
750,358,2023-04-16,166.64,80.58
751,359,2023-06-22,83.88,35.56
752,360,2023-03-08,52.72,18.3
753,360,2023-04-14,27.54,11.73
754,361,2023-02-06,110.44,57.37
755,361,2023-05-05,59.68,33.77
756,362,2023-03-25,141.94,60.83
757,362,2023-04-11,168.4,57.92
758,362,2023-04-25,117.25,64.89
759,362,2023-03-19,88.23,50.69
760,362,2023-03-11,171.96,76.56
761,363,2023-02-17,27.07,10.33
762,363,2023-02-06,196.1,115.64
763,364,2023-03-22,164.98,96.35
764,364,2023-03-04,160.99,61.14
765,365,2023-07-17,138.71,70.24
766,367,2023-07-21,75.3,34.93
767,367,2023-07-30,48.84,17.16
768,368,2023-06-05,38.04,11.6
769,368,2023-06-23,128.44,44.81
770,368,2023-05-29,24.27,13.36
771,369,2023-01-21,176.31,101.9
772,370,2023-01-06,123.31,51.53
773,372,2023-02-17,75.16,23.46
774,373,2023-01-15,147.7,56.34
775,373,2023-03-17,87.45,40.66
776,373,2023-01-07,96.7,53.16
777,374,2023-04-29,187.47,61.6
778,374,2023-03-27,80.74,45.31
779,376,2023-02-13,99.58,39.86
780,376,2023-02-08,115.39,40.2
781,377,2023-04-26,68.27,27.88
782,377,2023-05-07,142.35,45.13
783,377,2023-04-23,90.54,46.1
784,378,2023-01-11,179.5,102.08
785,379,2023-04-27,63.3,31.76
786,380,2023-03-01,84.89,42.56
787,380,2023-01-29,34.62,20.69
788,380,2023-01-25,197.92,117.4
789,380,2023-03-08,138.7,65.65
790,381,2023-02-05,94.01,40.26
791,381,2023-01-20,121.56,67.49
792,382,2023-05-03,120.11,64.12
793,382,2023-03-13,167.31,52.21
794,383,2023-04-13,65.54,36.68
795,383,2023-03-04,42.67,25.34
796,383,2023-04-03,172.44,68.51
797,384,2023-05-22,69.67,36.97
798,384,2023-05-13,144.62,53.51
799,384,2023-06-04,154.47,56.48
800,384,2023-05-07,43.58,21.0
801,385,2023-04-29,81.44,36.12
802,386,2023-04-10,66.55,20.52
803,386,2023-05-07,96.75,44.93
804,386,2023-04-13,73.27,36.57
805,387,2023-03-27,123.84,58.1
806,388,2023-01-14,128.16,51.56
807,389,2023-05-01,72.8,33.32
808,389,2023-04-29,182.05,97.88
809,390,2023-04-09,68.95,25.19
810,390,2023-05-11,134.07,64.09
811,390,2023-04-09,151.18,60.03
812,391,2023-10-11,37.0,20.33
813,391,2023-12-21,136.96,45.34
814,392,2023-02-01,148.18,60.31
815,392,2023-02-09,22.32,10.31
816,392,2023-03-30,192.37,90.36
817,393,2023-02-20,88.4,42.62
818,394,2023-04-02,76.69,25.23
819,395,2023-02-17,177.25,106.11
820,395,2023-02-21,166.25,66.18
821,396,2023-07-13,142.79,56.34
822,398,2023-02-28,144.82,73.88
823,399,2023-03-25,71.22,30.83
824,399,2023-04-22,172.99,62.08
825,399,2023-03-29,193.43,64.3
826,399,2023-04-13,125.4,57.99
827,399,2023-03-27,30.26,10.04
828,400,2023-04-25,167.61,52.37
829,400,2023-04-15,144.08,54.13
830,401,2023-02-15,85.67,42.17
831,401,2023-01-25,54.19,27.67
832,401,2023-01-31,84.55,48.48
833,401,2023-01-07,76.84,24.36
834,402,2023-06-04,156.13,68.11
835,402,2023-06-04,188.25,70.64
836,402,2023-05-23,125.22,73.98
837,403,2023-02-24,111.07,38.72
838,404,2023-05-01,40.73,23.01
839,404,2023-05-02,89.71,44.67
840,404,2023-05-03,136.68,43.52
841,405,2023-02-12,128.33,60.9
842,405,2023-02-08,80.86,27.33
843,405,2023-02-07,49.28,25.64
844,405,2023-01-31,30.54,14.22
845,406,2023-07-03,117.25,37.96
846,406,2023-06-10,183.44,76.84
847,406,2023-05-26,45.82,15.83
848,407,2023-04-24,155.92,74.22
849,407,2023-03-23,34.43,15.25
850,408,2023-03-26,42.38,23.84
851,408,2023-04-17,51.89,26.81
852,408,2023-01-02,92.98,42.3
853,409,2023-05-22,196.85,64.14
854,409,2023-07-11,70.46,23.93
855,409,2023-06-08,135.91,56.31
856,409,2023-05-23,127.9,73.0
857,409,2023-06-05,58.94,25.51
858,411,2023-02-17,168.67,82.55
859,411,2023-03-11,127.74,54.19
860,411,2023-04-29,117.4,56.53
861,411,2023-01-31,132.62,62.53
862,412,2023-07-26,157.46,71.96
863,413,2023-07-17,49.41,17.56
864,413,2023-07-06,89.61,28.26
865,414,2023-03-07,171.05,58.77
866,414,2023-03-14,31.17,10.02
867,415,2023-03-04,27.93,9.93
868,415,2023-03-24,136.2,42.72
869,415,2023-05-27,171.59,66.75
870,415,2023-03-03,50.58,17.1
871,415,2023-03-04,113.34,42.36
872,416,2023-02-19,119.85,38.71
873,416,2023-02-05,140.68,69.29
874,416,2023-02-20,108.14,45.92
875,416,2023-02-05,80.37,28.38
876,418,2023-02-07,62.65,20.62
877,418,2023-01-29,163.55,82.31
878,418,2023-02-16,105.52,60.86
879,420,2023-05-09,198.65,73.94
880,421,2023-04-20,196.08,69.46
881,421,2023-05-23,80.15,41.62
882,421,2023-04-21,124.1,68.23
883,422,2023-05-09,45.2,19.2
884,422,2023-04-27,92.49,42.16
885,423,2023-02-08,91.28,31.03
886,424,2023-04-22,198.48,71.95
887,424,2023-02-23,140.46,62.52
888,425,2023-01-29,49.06,21.66
889,425,2023-01-28,122.65,44.53
890,426,2023-03-02,160.44,75.27
891,427,2023-03-23,152.3,73.57
892,427,2023-02-24,43.97,16.64
893,428,2023-05-22,21.16,9.5
894,428,2023-05-22,152.23,46.76
895,429,2023-02-14,36.46,17.78
896,429,2023-02-18,93.33,42.6
897,430,2023-03-08,123.88,70.26
898,430,2023-02-04,165.83,71.12
899,431,2023-01-19,55.76,20.86
900,431,2023-01-20,119.92,57.13
901,431,2023-01-26,130.78,42.43
902,433,2023-03-06,70.99,29.82
903,434,2023-02-07,140.4,75.76
904,435,2023-01-11,179.51,78.55
905,436,2023-05-16,28.86,10.66
906,436,2023-05-21,66.11,24.21
907,436,2023-03-18,174.64,78.59
908,436,2023-04-16,63.03,33.24
909,436,2023-04-25,76.27,32.28
910,436,2023-03-21,195.78,96.65
911,437,2023-04-16,90.84,30.81
912,437,2023-02-07,151.28,71.48
913,437,2023-01-11,110.8,43.62
914,437,2023-01-21,136.14,71.28
915,438,2023-04-23,55.75,29.83
916,439,2023-06-16,87.8,35.28
917,439,2023-03-16,107.51,35.77
918,439,2023-03-23,77.05,41.81
919,439,2023-05-16,74.44,41.51
920,439,2023-05-12,157.64,54.23
921,440,2023-02-06,111.9,37.6
922,440,2023-01-17,164.43,91.82
923,440,2023-01-10,191.43,76.31
924,440,2023-02-07,155.33,84.43
925,441,2023-02-11,153.56,77.29
926,441,2023-01-14,177.15,62.12
927,441,2023-01-07,149.14,66.02
928,442,2023-11-09,118.8,42.38
929,442,2023-10-24,112.0,53.9
930,443,2023-03-24,140.78,71.67
931,443,2023-02-11,178.27,92.27
932,443,2023-02-01,93.4,52.86
933,443,2023-01-30,193.05,97.25
934,444,2023-04-23,73.69,39.25
935,444,2023-02-11,45.07,13.67
936,445,2023-04-23,113.7,49.14
937,445,2023-06-13,110.99,50.2
938,445,2023-04-15,196.89,73.83
939,447,2023-10-30,55.23,30.16
940,447,2023-10-15,95.41,41.73
941,447,2023-09-22,155.38,70.52
942,448,2023-06-09,82.1,25.98
943,448,2023-03-31,95.37,34.89
944,448,2023-03-25,184.7,102.17
945,449,2023-02-01,32.17,16.64
946,450,2023-01-27,82.79,34.15
947,450,2023-02-04,149.37,49.77
948,452,2023-02-25,27.01,11.28
949,452,2023-04-08,81.42,35.28
950,453,2023-03-20,102.93,61.41
951,453,2023-02-22,197.64,104.03
952,453,2023-02-11,116.91,69.87
953,453,2023-04-02,37.53,19.21
954,454,2023-06-07,62.26,33.97
955,455,2023-01-19,63.41,23.47
956,455,2023-01-10,53.68,25.05
957,456,2023-02-24,177.66,101.55
958,457,2023-04-02,30.84,12.01
959,457,2023-01-11,77.67,27.13
960,458,2023-03-09,42.29,13.58
961,459,2023-01-06,191.98,71.82
962,459,2023-03-03,50.39,28.03
963,459,2023-01-04,112.12,59.52
964,460,2023-01-18,72.01,29.75
965,460,2023-01-22,118.02,41.07
966,460,2023-02-12,50.16,19.72
967,460,2023-01-28,163.36,85.25
968,461,2023-01-31,35.74,14.77
969,462,2023-03-13,192.02,112.54
970,463,2023-03-29,90.6,52.94
971,464,2023-02-25,196.63,81.5
972,465,2023-07-20,188.85,108.64
973,465,2023-09-19,132.58,71.92
974,465,2023-07-18,80.26,31.63
975,466,2023-02-25,166.59,69.07
976,466,2023-02-02,55.4,20.57
977,467,2023-02-25,85.25,46.65
978,467,2023-01-27,104.43,56.42
979,468,2023-07-05,81.73,41.29
980,470,2023-08-15,63.34,26.35
981,470,2023-07-20,46.49,18.1
982,472,2023-08-18,42.18,16.55
983,473,2023-02-12,118.4,66.94
984,473,2023-01-27,116.22,41.68
985,473,2023-01-08,184.97,73.68
986,474,2023-08-13,152.83,73.24
987,474,2023-07-16,28.93,10.91
988,475,2023-03-27,185.46,79.22
989,476,2023-11-06,183.72,86.47
990,476,2023-12-07,166.13,66.88
991,476,2023-11-11,172.72,70.64
992,477,2023-01-06,92.34,46.37
993,477,2023-01-22,154.81,63.02
994,477,2023-02-04,53.56,28.11
995,477,2023-01-28,56.73,21.99
996,477,2023-02-15,106.87,38.99
997,477,2023-04-17,148.72,87.32
998,478,2023-03-26,65.39,28.38
999,478,2023-02-21,57.08,17.14
1000,478,2023-02-19,195.91,73.02
1001,479,2023-09-06,128.05,66.51
1002,479,2023-09-11,195.57,92.32
1003,479,2023-08-10,136.72,43.82
1004,480,2023-02-25,166.83,79.94
1005,481,2023-05-01,35.86,19.11
1006,481,2023-04-26,52.73,22.63
1007,481,2023-03-06,147.19,67.8
1008,482,2023-03-20,27.47,10.9
1009,483,2023-03-16,187.43,85.89
1010,483,2023-02-14,29.51,15.28
1011,483,2023-02-09,74.5,34.25
1012,483,2023-03-02,128.1,44.82
1013,484,2023-03-27,54.56,27.28
1014,484,2023-03-30,128.44,57.4
1015,484,2023-03-23,80.2,36.55
1016,484,2023-03-07,164.93,58.67
1017,484,2023-03-03,98.52,49.01
1018,485,2023-03-18,82.46,47.82
1019,486,2023-05-20,105.46,42.28
1020,486,2023-08-02,22.16,10.32
1021,486,2023-06-28,107.3,34.94
1022,487,2023-01-22,97.25,31.36
1023,487,2023-01-06,170.75,63.51
1024,487,2023-01-09,110.88,58.84
1025,489,2023-07-01,29.49,16.23
1026,492,2023-03-16,27.19,11.82
1027,492,2023-03-25,122.76,49.07
1028,493,2023-02-02,37.91,20.09
1029,494,2023-02-11,102.02,45.36
1030,494,2023-02-24,70.75,27.98
1031,494,2023-03-31,30.12,13.42
1032,494,2023-03-27,129.87,60.25
1033,494,2023-01-21,81.79,45.44
1034,495,2023-02-07,193.46,79.92
1035,495,2023-03-06,34.35,17.34
1036,496,2023-02-22,157.94,66.64
1037,496,2023-03-31,136.76,77.92
1038,497,2023-03-05,56.32,32.25
1039,498,2023-02-16,105.35,38.74
1040,498,2023-02-02,27.26,10.85
1041,498,2023-01-23,46.63,27.76
1042,499,2023-08-14,158.43,67.75
1043,500,2023-09-16,100.25,54.64
